,,,,,,,,,,,,,,,,,,,,
,RINGING SURVEY 19 September to 01 November 1993 (table 2),,,,,,,,,,,,,,,CODES,,,,
,Ringing,Tree #,,,Code,Ring,COLOUR RINGS,,Mass,Wing,Age at,Value at,Hatching,Laying ,,1,Chick ringed.,,,
,2021-10-17,627,"28 39 58,8","24 47 14,7",1,G36294,W559,,5000,455,85,44486,2021-07-24,2021-05-29,,,,,,
,2021-09-01,628,"28 39 54,2","24 47 22,5",5,,,,,,,,,,,,,,,
,2021-10-16,629,"28 39 16,1","24 47 19,1",1,G36284,W552,,5100,370,73,44485,2021-08-04,2021-06-09,,,,,,
,TOTALS,86,,,86,37,32,,4624,396,77,,2021-08-01,2021-06-06,,,,,,
,,,,,,,,,,,,,,,,,,,,
,OCTOBER SURVEY 15 to 24 Oct 2022 (table 2),,,,,,,,,,,,,,,,,,,
,Ringing,Tree #,,,Code,Ring,Tag,,Mass,Wing,Age at,Value at,Hatching,Laying ,,,,,,
,Date,DRN,Southings,Eastings,Oct,#,#,,g,length mm,Ringing (days),Ringing,Date,Date,,,,,,
,2022-10-15,3,28 38 55.6,24 47 15.4,1,G20018,W603,,5000,500,94,44849,2022-07-13,2022-05-18,,,,,,
,2022-10-15,5,28 38 54.4,24 47 31.2,16,,,,,,,,,,,,,,,
,2022-10-20,9,28 39 05.7,24 47 21.7,6,,,,,,,,,,,,,,,
,2022-10-15,11,28 39 15.4,24 47 11.9,1,G20024,W609,,4600,460,86,44849,2022-07-21,2022-05-26,,,,,,
,2022-10-16,12,28 39 27.1,24 47 41.1,1,G20032,W614,,5000,470,88,44850,2022-07-20,2022-05-25,,,,,,
,2022-10-15,42,28 37 31.7,24 51 41.4,6,,,,,,,,,,,,,,,
,2022-10-16,52,28 39 22.3,24 47 31.8,1,G20030,W612,,4500,395,76,44850,2022-08-01,2022-06-06,,,,,,
,2022-10-16,53,28 39 31.4,24 47 27.7,1,MM00761,,,3900,290,61,44850,2022-08-16,2022-06-21,,,,,,
,2022-10-16,58,28 39 12.3,24 50 12.5,6,,,,,,,,,,,,,,,
,2022-10-16,65,28 37 33.1,24 51 35.1,8,,,,,,,,,,,,,,,
,2022-10-20,76,28 41 00.6,24 49 41.1,6,,,,,,,,,,,,,,,
,2022-10-20,78,28 41 02.9,24 49 01.1,1,MM00766,W647,,5400,490,92,44854,2022-07-20,2022-05-25,,,,,,
,2022-10-20,80,"28 39 07,5","24 47 34,9",6,,,,,,,,,,,,,,,
,2022-10-20,85,28 39 16.9,24 48 46.5,6,,,,,,,,,,,,,,,
,2022-10-16,95,28 40 29.8,24 50 18.6,3,,,,,,,,,,,,,,,
,2022-10-18,98,28 40 13.7,24 48 39.1,1,MM00763,W643,,4500,450,84,44852,2022-07-26,2022-05-31,,,,,,
,2022-10-18,100,28 39 53.0,24 49 02.0,1,MM00759,W641,,5400,550,107,44852,2022-07-03,2022-05-08,,,,,,
,2022-10-16,101,28 41 11.5,24 49 13.7,3,,,,,,,,,,,,,,,
,2022-10-18,104,28 40 33.3,24 48 57.4,6,,,,,,,,,,,,,,,
,2022-10-18,106,28 40 00.4,24 49 07.0,1,MM00760,W642,,4800,540,104,44852,2022-07-06,2022-05-11,,,,,,
,2022-10-16,107,28 39 42.7,24 50 07.3,1,G20025,W632,,5500,470,88,44850,2022-07-20,2022-05-25,,,,,,
,2022-10-16,108,28 39 56.8,24 50 07.3,8,,,,,,,,,,,,,,,
,2022-10-16,121,28 38 53.9,24 50 10.1,6,,,,,,,,,,,,,,,
,2022-10-16,147,28 37 48.6,24 50 18.2,8,,,,,,,,,,,,,,,
,2022-10-17,152,28 40 27.3,24 47 41.6,1,MM00754,,,3600,285,60,44851,2022-08-18,2022-06-23,,,,,,
,2022-10-17,154,28 40 30.4,24 47 20.1,16,,,,,,,,,,,,,,,
,2022-10-16,163,28 39 35.3,24 49 47.8,16,,,,,,,,,,,,,,,
,2022-10-16,183,"28 39 22,0","24 47 53,1",1,G20029,,,3000,315,64,44850,2022-08-13,2022-06-18,,,,,,
,2022-10-18,191,28 39 55.8,24 48 34.0,8,,,,,,,,,,,,,,,
,2022-10-18,211,28 39 51.8,24 47 25.6,1,MM00756,W638,,4500,560,110,44852,2022-06-30,2022-05-05,,,,,,
,2022-10-18,212,28 39 54.9,24 47 19.3,6,,,,,,,,,,,,,,,
,2022-10-16,240,28 38 56.2,24 50 08.3,1,G20048,W629,,5000,447,84,44850,2022-07-24,2022-05-29,,,,,,
,2022-10-15,259,28 36 14.3,24 48 58.4,1,G20034,W617,,5400,525,100,44849,2022-07-07,2022-05-12,,,,,,
,2022-10-20,262,28 41 09.6,24 48 41.7,8,,,,,,,,,,,,,,,
,2022-10-17,264,28 39 43.9,24 47 26.6,1,MM00752,W610,,5400,490,92,44851,2022-07-17,2022-05-22,,,,,,
,2022-10-18,309,28 39 51.7,24 47 11.6,2,,,,590,50,15,44852,2022-10-03,2022-08-08,,,,,,
,2022-10-18,314,28 39 55.6,24 48 11.0,6,,,,,,,,,,,,,,,
,2022-10-16,316,28 40 17.7,24 50 02.2,1,G20028,W635,,4950,495,93,44850,2022-07-15,2022-05-20,,,,,,
,2022-10-16,352,28 41 11.0,24 49 30.8,8,,,,,,,,,,,,,,,
,2022-10-17,380,28 39 57.0,24 47 53.1,3,,,,,,,,,,,,,,,
,2022-10-20,382,28 41 27.3,24 49 24.3,6,,,,,,,,,,,,,,,
,2022-10-16,385,28 40 44.7,24 50 02.2,1,MM00751,W636,,4850,420,80,44850,2022-07-28,2022-06-02,,,,,,
,2022-10-18,403,28 40 29.1,24 48 52.3,6,,,,,,,,,,,,,,,
,2022-10-18,409,28 40 29.4,24 48 31.9,6,,,,,,,,,,,,,,,
,2022-10-18,411,28 39 58.9,24 48 25.1,6,,,,,,,,,,,,,,,
,2022-10-18,413,"28 40 06,2","24 48 23,1",6,,,,,,,,,,,,,,,
,2022-10-18,414,28 39 59.5,24 48 06.5,1,MM00757,W639,,3100,300,62,44852,2022-08-17,2022-06-22,,,,,,
,2022-10-15,444,28 38 50.7,24 47 45.7,5,,,,,,,,,,,,,,,
,2022-10-15,447,28 37 20.7,24 46 34.8,6,,,,,,,,,,,,,,,
,2022-10-15,458,28 38 52.0,24 47 09.6,6,,,,,,,,,,,,,,,
,2022-10-16,459,28 39 19.7,24 47 22.9,6,,,,,,,,,,,,,,,
,2022-10-16,460,28 39 31.3,24 47 34.7,1,G20033,W615,,4900,375,73,44850,2022-08-04,2022-06-09,,,,,,
,2022-10-16,467,28 39 40.4,24 47 28.8,1,MM00762,W616,,5100,430,81,44850,2022-07-27,2022-06-01,,,,,,
,2022-10-17,468,28 40 07.8,24 47 11.3,16,,,,,,,,,,,,,,,
,2022-10-17,469,"28 40 19,1","24 47 19,7",1,MM00755,W637,,5900,520,99,44851,2022-07-10,2022-05-15,,,,,,
,2022-10-16,471,28 38 49.2,24 47 55.4,6,,,,,,,,,,,,,,,
,2022-10-16,487,28 39 17.8,24 47 38.1,6,,,,,,,,,,,,,,,
,2022-10-19,498,28 36 26.7,24 46 45.3,6,,,,,,,,,,,,,,,
,2022-10-15,511,28 37 22.2,24 46 53.9,1,G20042,W624,,4700,365,72,44849,2022-08-04,2022-06-09,,,,,,
,2022-10-16,528,28 37 30.9,24 50 22.9,1,G20047,,,4000,325,66,44850,2022-08-11,2022-06-16,,,,,,
,2022-10-15,529,28 36 52.3,24 46 33.3,8,,,,,,,,,,,,,,,
,2022-10-16,536,28 39 58.9,24 49 43.0,6,,,,,,,,,,,,,,,
,2022-10-15,540,28 38 41.6,24 46 57.5,6,,,,,,,,,,,,,,,
,2022-10-17,543,28 39 57.3,24 47 37.7,16,,,,,,,,,,,,,,,
,2022-10-16,546,28 39 23.8,24 47 49.8,6,,,,,,,,,,,,,,,
,2022-10-15,549,28 36 22.3,24 46 58.2,1,G20036,W618,,4800,500,94,44849,2022-07-13,2022-05-18,,,,,,
,2022-10-15,551,28 36 11.8,24 47 34.3,8,,,,,,,,,,,,,,,
,2022-10-16,552,"28 40 46,6","24 49 54,2",6,,,,,,,,,,,,,,,
,2022-10-16,555,28 40 16.1,24 50 30.6,5,,,,,,,,,,,,,,,
,2022-10-15,560,28 37 54.6,24 49 01.8,8,,,,,,,,,,,,,,,
,2022-10-15,563,28 36 13.4,24 46 41.0,1,G20037,W619,,4500,500,94,44849,2022-07-13,2022-05-18,,,,,,
,2022-10-19,565,28 37 19.4,24 47 13.0,6,,,,,,,,,,,,,,,
,2022-10-15,570,28 37 34.0,24 48 55.3,1,G20045,W627,,5150,400,77,44849,2022-07-30,2022-06-04,,,,,,
,2022-10-15,571,28 37 42.5,24 49 18.2,1,G20046,W628,,4400,350,70,44849,2022-08-06,2022-06-11,,,,,,
,2022-10-20,572,28 40 55.5,24 48 37.8,6,,,,,,,,,,,,,,,
,2022-10-15,577,"28 36 47,6","24 46 29,8",6,,,,,,,,,,,,,,,
,2022-10-16,578,28 39 28.4,24 48 53.2,6,,,,,,,,,,,,,,,
,2022-10-18,587,28 39 58.1,24 48 11.7,1,MM00758,W640,,5300,510,96,44852,2022-07-14,2022-05-19,,,,,,
,2022-10-15,588,28 38 59.3,24 47 48.6,1,G20021,W606,,4500,415,79,44849,2022-07-28,2022-06-02,,,,,,
,2022-10-17,591,28 39 51.2,24 47 35.1,1,MM00753,W611,,5100,510,96,44851,2022-07-13,2022-05-18,,,,,,
,2022-10-15,593,28 36 28.3,24 46 42.1,5,,,,,,,,,,,,,,,
,2022-10-15,596,28 36 46.8,24 46 41.4,1,G20040,W622,,4100,425,80,44849,2022-07-27,2022-06-01,,,,,,
,2022-10-16,598,28 39 46.9,24 50 42.4,8,,,,,,,,,,,,,,,
,2022-10-16,600,28 39 22.7,24 50 08.2,6,,,,,,,,,,,,,,,
,2022-10-15,605,"28 39 16,5","24 47 05,0",1,G20023,W608,,3800,370,73,44849,2022-08-03,2022-06-08,,,,,,
,2022-10-15,606,"28 39 01,0","24 47 04,2",1,G20022,W607,,4600,415,79,44849,2022-07-28,2022-06-02,,,,,,
,2022-10-15,607,"28 38 57,6","24 47 41,0",1,G20020,W605,,3600,305,63,44849,2022-08-13,2022-06-18,,,,,,
,2022-10-16,608,"28 39 32,9","24 47 46,3",5,,,,,,,,,,,,,,,
,2022-10-18,610,"28 39 52,6","24 47 09,7",6,,,,,,,,,,,,,,,
,2022-10-16,613,"28 39 40,5","24 49 57,6",1,G20050,W631,,4800,540,104,44850,2022-07-04,2022-05-09,,,,,,
,2022-10-15,616,"28 37 54,8","24 49 14,1",1,G20044,W626,,5400,520,99,44849,2022-07-08,2022-05-13,,,,,,
,2022-10-16,618,"28 41 06,1","24 49 39,5",6,,,,,,,,,,,,,,,
,2022-10-15,619,"28 38 54,8","24 47 00,7",1,G20017,W602,,5600,500,94,44849,2022-07-13,2022-05-18,,,,,,
,2022-10-20,620,"28 38 56,4","24 48 00,4",8,,,,,,,,,,,,,,,
,2022-10-16,621,"28 39 14,6","24 50 03,1",1,G20049,W630,,5450,490,92,44850,2022-07-16,2022-05-21,,,,,,
,2022-10-15,622,"28 36 30,1","24 46 58,8",6,,,,,,,,,,,,,,,
,2022-10-17,626,"28 40 19,2","24 47 38,9",6,,,,,,,,,,,,,,,
,2022-10-16,629,"28 39 16,1","24 47 19,1",1,G20031,W613,,5100,490,92,44850,2022-07-16,2022-05-21,,,,,,
,2022-10-17,630,"28 40 10,0","24 47 03,2",6,,,,,,,,,,,,,,,
,2022-10-16,631,"28 38 57,9","24 48 03,6",8,,,,,,,,,,,,,,,
,2022-10-16,632,"28 38 55,7","24 47 56,5",6,,,,,,,,,,,,,,,
,2022-10-15,633,"28 37 12,8","24 46 35,1",1,G20043,W625,,4100,350,70,44849,2022-08-06,2022-06-11,,,,,,
,2022-10-15,634,"28 37 37,4","24 46 59,9",1,G20041,W623,,5100,500,94,44849,2022-07-13,2022-05-18,,,,,,
,2022-10-15,635,"28 35 56,2","24 46 37,8",1,G20038,W620,,4550,500,94,44849,2022-07-13,2022-05-18,,,,,,
,2022-10-15,636,"28 36 12,9","24 47 14,2",6,,,,,,,,,,,,,,,
,2022-10-15,637,"28 36 19,0","24 47 26,2",1,G20035,,,345,225,51,44849,2022-08-25,2022-06-30,,,,,,
,2022-10-15,638,"28 36 27,4","24 46 30,3",6,,,,,,,,,,,,,,,
,2022-10-15,639,"28 36 28,2","24 46 25,8",1,G20039,W621,,5500,535,102,44849,2022-07-05,2022-05-10,,,,,,
,2022-10-15,640,"28 38 55,9","24 47 39,5",1,G20019,W604,,4600,460,86,44849,2022-07-21,2022-05-26,,,,,,
,2022-10-16,641,"28 39 20,4","24 48 03,3",6,,,,,,,,,,,,,,,
,2022-10-17,643,"28 40 14,6","24 47 35,5",5,,,,,,,,,,,,,,,
,2022-10-17,644,"28 40 05,8","24 47 17,3",6,,,,,,,,,,,,,,,
,2022-10-16,645,"28 40 10,1","24 50 13,9",1,G20027,W634,,4600,465,87,44850,2022-07-21,2022-05-26,,,,,,
,2022-10-16,646,"28 39 03,5","24 50 07,7",6,,,,,,,,,,,,,,,
,2022-10-20,647,"28 41 08,7","24 49 26,0",1,MM00764,W644,,5200,495,93,44854,2022-07-19,2022-05-24,,,,,,
,2022-10-20,648,"28 41 05,3","24 49 19,0",1,MM00765,W645,,5400,455,85,44854,2022-07-27,2022-06-01,,,,,,
,2022-10-15,649,"28 37 02,0","24 46 56,4",6,,,,,,,,,,,,,,,
,2022-10-16,650,"28 39 38,1","24 50 46,8",1,G20026,W633,,4900,445,83,44850,2022-07-25,2022-05-30,,,,,,
,TOTALS,118,,,118,50,45,,4590,435,83,,2022-07-24,2022-05-29,,,,,,
,,,,,,,,,,,,,,,,,,,,
,OCTOBER SURVEY 10 to 24 Oct 2023 (table 2),,,,,,,,,,,,,,,,,,,
,Ringing,Tree #,,,Code,Ring,Tag,,Mass,Wing,Age at,Value at,Hatching,Laying ,,,,,,
,Date,DRN,Southings,Eastings,Oct,#,#,,g,length mm,Ringing (days),Ringing,Date,Date,,,,,,
,2023-10-16,3,28 38 55.5,24 47 15.2,6,,,,,,,,,,,,,,,
,2023-10-15,5,28 38 54.7,24 47 31.3,6,,,,,,,,,,,,,,,
,2023-10-16,9,28 39 07.7,24 47 19.8,1,MM01336,W696,,4900,420,80,45215,2023-07-28,2023-06-02,,,,,,
,2023-10-20,12,28 39 26.8,24 47 40.8,1,MM01305,W709,,5200,420,80,45219,2023-08-01,2023-06-06,,,,,,
,2023-10-15,42,28 37 31.7,24 51 41.2,6,,,,,,,,,,,,,,,
,2023-10-19,52,28 39 22.1,24 47 31.5,1,MM01303,W707,,5000,440,82,45218,2023-07-29,2023-06-03,,,,,,
,2023-10-15,53,28 39 31.4,24 47 27.4,6,,,,,,,,,,,,,,,
,2023-10-14,58,28 39 12.3,24 50 12.7,1,MM00799,,,3500,430,81,45213,2023-07-25,2023-05-30,,,,,,
,2023-10-21,60,28 39 38.5,24 50 02.6,6,,,,,,,,,,,,,,,
,2023-10-21,68,28 38 55.0,24 50 17.4,8,,,,,,,,,,,,,,,
,2023-10-15,76,28 41 00.1,24 49 41.0,1,MM01347,W690,,5250,480,90,45214,2023-07-17,2023-05-22,,,,,,
,2023-10-15,78,28 41 03.1,24 49 01.2,1,MM01348,W691,,5500,470,88,45214,2023-07-19,2023-05-24,,,,,,
,2023-10-20,80,28 39 07.5,24 47 35.3,6,,,,,,,,,,,,,,,
,2023-10-16,85,28 39 16.7,24 48 46.4,6,,,,,,,,,,,,,,,
,2023-10-15,94,28 39 55.7,24 49 57.7,1,MM01345,W688,,4500,400,77,45214,2023-07-30,2023-06-04,,,,,,
,2023-10-18,95,28 40 29.6,24 50 18.6,6,,,,,,,,,,,,,,,
,2023-10-14,98,28 40 13.6,24 48 39.1,1,MM00777,W656,,4500,435,82,45213,2023-07-24,2023-05-29,,,,,,
,2023-10-14,100,28 39 53.0,24 49 02.1,1,MM00778,W657,,4800,490,92,45213,2023-07-14,2023-05-19,,,,,,
,2023-10-15,101,28 41 11.6,24 49 13.7,6,,,,,,,,,,,,,,,
,2023-10-16,104,28 40 33.2,24 48 57.7,6,,,,,,,,,,,,,,,
,2023-10-18,107,28 39 42.6,24 50 07.5,1,MM01369,W703,,5200,420,80,45217,2023-07-30,2023-06-04,,,,,,
,2023-10-18,116,28 39 03.8,24 50 13.4,8,,,,,,,,,,,,,,,
,2023-10-16,152,28 40 27.1,24 47 41.4,1,MM01343,,,4400,290,61,45215,2023-08-16,2023-06-21,,,,,,
,2023-10-16,154,28 40 30.2,24 47 20.0,8,,,,,,,,,,,,,,,
,2023-10-15,163,28 39 35.3,24 49 47.7,4,,,,,,,,,,,,,,,
,2023-10-14,191,28 39 55.5,24 48 34.2,1,MM00776,W655,,4400,345,69,45213,2023-08-06,2023-06-11,,,,,,
,2023-10-16,193,28 40 05.0,24 47 31.1,6,,,,,,,,,,,,,,,
,2023-10-15,211,28 39 51.7,24 47 25.4,6,,,,,,,,,,,,,,,
,2023-10-16,212,28 39 54.5,24 47 19.2,5,,,,,,,,,,,,,,,
,2023-10-14,240,28 38 56.4,24 50 08.3,1,MM00796,W685,,5250,380,74,45213,2023-08-01,2023-06-06,,,,,,
,2023-10-14,259,28 36 14.1,24 48 58.4,1,MM00781,W673,,5500,520,99,45213,2023-07-07,2023-05-12,,,,,,
,2023-10-15,264,28 39 43.8,24 47 26.7,1,MM01334,W664,,5300,380,74,45214,2023-08-02,2023-06-07,,,,,,
,2023-10-14,291,28 38 07.4,24 50 12.5,1,MM00794,W684,,4750,400,77,45213,2023-07-29,2023-06-03,,,,,,
,2023-10-16,309,28 39 51.5,24 47 11.9,1,MM01339,,,4000,285,60,45215,2023-08-17,2023-06-22,,,,,,
,2023-10-15,316,28 40 17.6,24 50 02.3,1,MM01346,W689,,4500,410,79,45214,2023-07-28,2023-06-02,,,,,,
,2023-10-20,350,28 39 02.3,24 47 09.3,4,,,,,,,,,,,,,,,
,2023-10-15,380,28 39 56.9,24 47 53.0,1,MM01331,W661,,5400,520,99,45214,2023-07-08,2023-05-13,,,,,,
,2023-10-18,385,28 40 44.5,24 50 02.4,6,,,,,,,,,,,,,,,
,2023-10-16,403,28 49 28.9,24 48 52.1,1,MM01355,,,4500,255,56,45215,2023-08-21,2023-06-26,,,,,,
,2023-10-15,409,28 40 29.3,24 48 31.8,5,,,,,,,,,,,,,,,
,2023-10-16,411,28 39 58.8,24 48 25.0,1,MM01354,W672,,5400,530,101,45215,2023-07-07,2023-05-12,,,,,,
,2023-10-15,413,28 40 08.6,24 48 23.6,2,,,,2800,170,43,45214,2023-09-02,2023-07-08,,,,,,
,2023-10-15,414,28 39 59.3,24 48 06.7,1,MM01332,W662,,5100,485,91,45214,2023-07-16,2023-05-21,,,,,,
,2023-10-20,417,28 40 36.9,24 47 44.6,6,,,,,,,,,,,,,,,
,2023-10-20,458,28 38 51.6,24 47 09.5,8,,,,,,,,,,,,,,,
,2023-10-20,459,28 39 19.4,24 47 22.8,1,MM01304,W708,,4900,530,101,45219,2023-07-11,2023-05-16,,,,,,
,2023-10-15,460,28 39 31.3,24 47 34.4,6,,,,,,,,,,,,,,,
,2023-10-15,467,28 39 40.5,24 47 28.7,1,MM01333,W663,,5400,551,107,45214,2023-06-30,2023-05-05,,,,,,
,2023-10-16,469,28 40 18.9,24 47 19.8,1,MM01341,W669,,5100,500,94,45215,2023-07-14,2023-05-19,,,,,,
,2023-10-14,471,28 38 49.3,24 47 55.4,1,MM00774,W653,,4300,530,101,45213,2023-07-05,2023-05-10,,,,,,
,2023-10-14,498,28 36 26.4,24 46 45.6,8,,,,,,,,,,,,,,,
,2023-10-18,511,28 37 22.2,24 46 53.8,6,,,,,,,,,,,,,,,
,2023-10-21,512,28 36 25.6,24 46 58.7,6,,,,,,,,,,,,,,,
,2023-10-14,526, 28 36 19.1,24 49 02.5,6,,,,,,,,,,,,,,,
,2023-10-18,528,28 37 30.8,24 50 22.9,6,,,,,,,,,,,,,,,
,2023-10-15,536,28 39 58.7,24 49 42.8,6,,,,,,,,,,,,,,,
,2023-10-14,540,28 38 41.6,24 46 57.7,6,,,,,,,,,,,,,,,
,2023-10-15,546,28 39 23.7,24 47 49.7,1,MM01330,,,3500,290,61,45214,2023-08-15,2023-06-20,,,,,,
,2023-10-14,549,28 36 22.3,24 46 58.1,16,,,,,,,,,,,,,,,
,2023-10-15,552,28 40 46.6,24 49 54.0,5,,,,,,,,,,,,,,,
,2023-10-15,555,28 40 16.1,24 50 30.7,8,,,,,,,,,,,,,,,
,2023-10-14,560,28 37 54.7,24 49 01.9,1,MM00793,W683,,5250,480,90,45213,2023-07-16,2023-05-21,,,,,,
,2023-10-14,563,28 36 13.1,24 46 41.2,1,MM00785,W675,,5500,520,99,45213,2023-07-07,2023-05-12,,,,,,
,2023-10-20,565,28 37 19.3,24 47 13.5,6,,,,,,,,,,,,,,,
,2023-10-10,571,28 37 42.4,24 49 18.9,2,,,,,45,13,45209,2023-09-27,2023-08-02,,,,,,
,2023-10-20,572,28 40 55.7,24 48 38.0,6,,,,,,,,,,,,,,,
,2023-10-18,573,28 41 05.1,24 48 46.4,6,,,,,,,,,,,,,,,
,2023-10-18,576,28 38 32.0,24 47 04.2,6,,,,,,,,,,,,,,,
,2023-10-14,577,28 36 47.6,24 46 29.8,1,MM00788,W678,,5500,470,88,45213,2023-07-18,2023-05-23,,,,,,
,2023-10-14,578,28 38 57.1,24 48 10.3,1,MM00775,W654,,5800,445,83,45213,2023-07-23,2023-05-28,,,,,,
,2023-10-16,587,28 39 57.8,24 48 11.8,1,MM01344,W671,,6200,565,112,45215,2023-06-26,2023-05-01,,,,,,
,2023-10-15,588,28 38 59.1,24 47 48.8,1,MM01329,W660,,5100,541,104,45214,2023-07-03,2023-05-08,,,,,,
,2023-10-15,591,28 39 51.1,24 47 34.8,1,MM01335,W665,,5200,497,94,45214,2023-07-13,2023-05-18,,,,,,
,2023-10-14,596,28 36 46.5,24 46 41.5,1,MM00789,W679,,5750,480,90,45213,2023-07-16,2023-05-21,,,,,,
,2023-10-15,598,28 39 46.9,24 50 42.4,1,MM01350,W693,,5000,520,99,45214,2023-07-08,2023-05-13,,,,,,
,2023-10-14,600,28 39 22.8,24 50 08.3,17,,,,,,,,,,,,,,,
,2023-10-15,608,28 39 32.9,24 47 46.3,2,,,,1900,160,42,45214,2023-09-03,2023-07-09,,,,,,
,2023-10-14,612,28 37 16.3,24 49 26.3,1,MM00791,W681,,4750,440,83,45213,2023-07-23,2023-05-28,,,,,,
,2023-10-14,613,28 39 40.3,24 49 57.6,1,MM00800,W687,,5750,480,90,45213,2023-07-16,2023-05-21,,,,,,
,2023-10-20,616,28 37 54.8,24 49 14.0,2,,,,1700,85,28,45219,2023-09-22,2023-07-28,,,,,,
,2023-10-15,618,28 41 06.0,24 49 39.6,6,,,,,,,,,,,,,,,
,2023-10-14,619,28 38 55.0,24 47 00.5,6,,,,,,,,,,,,,,,
,2023-10-20,620,28 38 56.6,24 48 00.2,8,,,,,,,,,,,,,,,
,2023-10-14,621,28 39 14.5,24 50 03.4,1,MM00798,W686,,5000,450,84,45213,2023-07-22,2023-05-27,,,,,,
,2023-10-14,622,28 36 29.8,24 46 59.0,1,MM00783,,,3750,280,60,45213,2023-08-15,2023-06-20,,,,,,
,2023-10-14,624,28 35 51.1,24 46 32.1,1,MM00786,W676,,5250,340,69,45213,2023-08-06,2023-06-11,,,,,,
,2023-10-16,626,28 40 19.1,24 47 38.8,6,,,,,,,,,,,,,,,
,2023-10-16,627,28 39 58.7,24 47 14.8,1,MM01340,W668,,4800,470,88,45215,2023-07-20,2023-05-25,,,,,,
,2023-10-16,630,28 40 10.0,24 47 03.1,1,MM01342,W670,,5800,505,95,45215,2023-07-13,2023-05-18,,,,,,
,2023-10-18,633,28 37 12.4,24 46 35.2,6,,,,,,,,,,,,,,,
,2023-10-18,634,28 37 37.3,24 47 00.1,16,,,,,,,,,,,,,,,
,2023-10-14,635,28 35 56.1,24 46 38.0,15,,,,,,,,,,,,,,,
,2023-10-14,636,28 36 12.8,24 47 14.1,5,,,,,,,,,,,,,,,
,2023-10-14,638,28 36 27.3,24 46 30.4,6,,,,,,,,,,,,,,,
,2023-10-14,639,28 36 28.2,24 46 25.9,1,MM00787,W677,,5250,500,94,45213,2023-07-12,2023-05-17,,,,,,
,2023-10-15,640,28 38 55.9,24 47 39.5,1,MM01328,,,3700,240,54,45214,2023-08-22,2023-06-27,,,,,,
,2023-10-14,641,28 39 20.5,24 48 03.6,6,,,,,,,,,,,,,,,
,2023-10-16,644,28 40 05.5,24 47 17.1,6,,,,,,,,,,,,,,,
,2023-10-15,645,28 40 09.9,24 50 32.0,1,MM01352,W694,,5250,460,86,45214,2023-07-21,2023-05-26,,,,,,
,2023-10-14,646,28 39 03.4,24 50 07.7,1,MM00797,,,4500,310,64,45213,2023-08-11,2023-06-16,,,,,,
,2023-10-20,647,28 41 08.3,24 49 26.0,6,,,,,,,,,,,,,,,
,2023-10-14,649,28 37 02.0,24 46 56.4,1,MM00790,W680,,5120,430,81,45213,2023-07-25,2023-05-30,,,,,,
,2023-10-15,650,28 39 38.3,24 50 46.8,1,MM01351,,,3250,200,48,45214,2023-08-28,2023-07-03,,,,,,
,2023-10-18,651,28 38 11.6,24 46 52.1,4,,,,,,,,,,,,,,,
,2023-10-14,652,28 36 03.3,24 46 40.0,6,,,,,,,,,,,,,,,
,2023-10-14,653,28 36 10.4,24 46 49.1,1,MM00784,,,2500,140,39,45213,2023-09-05,2023-07-11,,,,,,
,2023-10-21,654,28 36 18.8,24 46 53.8,6,,,,,,,,,,,,,,,
,2023-10-14,655,28 36 27.6,24 46 44.5,6,,,,,,,,,,,,,,,
,2023-10-14,656,28 38 59.0,24 47 01.2,1,MM00780,W658,,5000,410,79,45213,2023-07-27,2023-06-01,,,,,,
,2023-10-14,657,28 39 01.9,24 47 01.9,1,MM01327,W659,,5400,423,80,45213,2023-07-26,2023-05-31,,,,,,
,2023-10-16,658,28 39 16.5,24 47 10.0,1,MM01337,W666,,5200,480,90,45215,2023-07-18,2023-05-23,,,,,,
,2023-10-16,659,28 39 15.8,24 46 59.5,1,MM01338,W667,,5100,470,88,45215,2023-07-20,2023-05-25,,,,,,
,2023-10-16,660,28 39 16.5,24 47 17.9,6,,,,,,,,,,,,,,,
,2023-10-15,661,28 40 33.4,24 49 26.4,1,MM01353,W695,,5500,470,88,45214,2023-07-19,2023-05-24,,,,,,
,2023-10-15,662,28 40 54.1,24 49 08.8,1,MM01349,W692,,5000,480,90,45214,2023-07-17,2023-05-22,,,,,,
,2023-10-15,663,28 41 06.2,24 49 18.9,6,,,,,,,,,,,,,,,
,2023-10-18,664,28 41 31.1,24 49 46.5,1,MM01368,W702,,6300,480,90,45217,2023-07-20,2023-05-25,,,,,,
,2023-10-18,665,28 37 29.1,24 46 52.0,6,,,,,,,,,,,,,,,
,2023-10-14,666,28 37 45.9,24 49 11.4,1,MM00792,W682,,4750,520,99,45213,2023-07-07,2023-05-12,,,,,,
,2023-10-14,667,28 38 54.6,24 50 02.6,1,MM00795,,,4250,240,54,45213,2023-08-21,2023-06-26,,,,,,
,2023-10-14,668,28 35 34.6,24 14 12.2,1,MM00782,W674,,4500,380,74,45213,2023-08-01,2023-06-06,,,,,,
,2023-10-14,669,28 40 01.5,24 48 58.8,1,MM00779,,,3400,210,49,45213,2023-08-26,2023-07-01,,,,,,
,TOTALS,122,,,122,61,49,,4763,406,79,,2023-07-28,2023-06-02,,,,,,
,,,,,,,,,,,,,,,,,,,,
,OCTOBER SURVEY 07 to 19 Oct 2024 DRONFIELD (table 2),,,,,,,,,,,,,,,,,,,
